Publisher,Genres,App_Name,Release_Date,Id,Developer
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - 50 Fathom's Player's Guide (Savage Worlds),2016-11-01,535180,"SmiteWorks USA, LLC"
,"['Action', 'Indie', 'Simulation', 'Space Sim', 'Space', 'VR', 'Sci-fi', 'Shooter', 'Singleplayer']",House of the Dying Sun,,283160,
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Sundered Skies: Mists of the Savannah (Savage Worlds),2016-11-01,549230,"SmiteWorks USA, LLC"
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - 50 Fathoms (Savage Worlds),2016-11-01,534670,"SmiteWorks USA, LLC"
,"['Adventure', 'Simulation', 'VR']",Above - VR,,547040,
Nevercenter,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",CameraBag Photo,2016-10-13,548760,Nevercenter
Donut Games,"['Action', 'Adventure', 'Casual', 'Indie']",Vulture Island,2016-10-31,540320,Donut Games
,['Action'],Izanami's Dream Battle Original Soundtrack,2016-10-31,549640,
New Bridge Games,['Casual'],Mosaic: Game of Gods,2016-10-31,547390,New Bridge Games
PsychoFlux Entertainment,"['Action', 'Casual', 'Indie']",SPLIT BULLET,2016-10-31,449450,IndigoBlue Game Studio
United Independent Entertainment GmbH,"['Action', 'Adventure', 'Indie']",The Secret of Pineview Forest,2016-10-31,451960,VIS - Visual Imagination Software
Blazing Griffin,"['Action', 'Indie']",The Ship: Remasted,2016-10-31,383790,Blazing Griffin
"Nicalis, Inc.","['Adventure', 'Indie', 'RPG']",Creepy Castle,2016-10-31,450440,Dopterra
Out of the Park Developments,"['Indie', 'Simulation', 'Sports', 'Strategy']",Franchise Hockey Manager 3,2016-10-31,465660,Out of the Park Developments
Crowned Daemon Studios,['Indie'],Hero Boy,2016-10-31,512370,Crowned Daemon Studios
,"['Casual', 'VR']",Kitten Cannon,,550820,
,"['Design & Illustration', 'Tutorial']","Robotpencil Presents: 3D Coat, Hard Surface Basics",2016-10-31,549450,
Bogemic Games,"['Casual', 'Indie']",Gem Forge,2016-11-01,546170,Bogemic Games
Afterlife Games,"['Casual', 'Indie']",Shift Orb,2016-11-01,455480,Afterlife Games
Wargaming Labs,['Action'],Hybrid Wars - Yoko Takano,2016-11-01,442840,Extreme Developers
Dovetail Games - Flight,['Simulation'],FSX Steam Edition: Pilatus PC-9/A Add-On,2016-11-01,500208,Iris Flight Simulation Software
Dovetail Games - Flight,['Simulation'],FSX Steam Edition: US Cities X: Los Angeles Add-On,2016-11-01,536540,Aerosoft GmbH
Drop Dead Interactive,"['Action', 'Casual', 'Indie', 'Racing']",Gear Gauntlet,2016-11-01,486890,Drop Dead Interactive
"Wired Productions, THQ Nordic","['Action', 'Adventure', 'Casual', 'Indie']",Super Dungeon Bros,2016-11-01,306000,React Games
,"['Early Access', 'Utilities', 'VR']",Breakroom,,431570,
"Wired Productions, THQ Nordic","['Action', 'Adventure', 'Casual', 'Indie']",Super Dungeon Bros - 80s Soundtrack,2016-11-01,439232,React Games
"Wired Productions, THQ Nordic","['Action', 'Adventure', 'Casual', 'Indie']",Super Dungeon Bros - Dubstep Soundtrack,2016-11-01,439230,React Games
"Wired Productions, THQ Nordic","['Action', 'Adventure', 'Casual', 'Indie']",Super Dungeon Bros - Heavy Metal Soundtrack,2016-11-01,439231,React Games
"Wired Productions, THQ Nordic","['Action', 'Adventure', 'Casual', 'Indie']",Super Dungeon Bros - Soundtrack Bundle 1,2016-11-01,468140,React Games
"Wired Productions, THQ Nordic","['Action', 'Adventure', 'Casual', 'Indie']",Super Dungeon Bros - Broettes,2016-11-01,435610,React Games
D-Pad Studio,"['Action', 'Adventure', 'Indie']",Owlboy,2016-11-01,115800,D-Pad Studio
Aterdux Entertainment,"['Adventure', 'Indie', 'RPG', 'Strategy']",Eisenwald: Blood of November,2016-11-01,528820,Aterdux Entertainment
,['Action'],Tom Clancy's Rainbow Six® Siege - Fuze Ghost Recon set,2016-11-01,550880,Ubisoft Montreal
Kerberos Productions Inc.,"['Action', 'Casual', 'Indie', 'Strategy']",Kaiju-A-GoGo: Grave Goop Halloween Skin,2016-10-28,544250,Kerberos Productions Inc.
Aspyr,"['Adventure', 'Indie']",Layers of Fear - Soundtrack,2016-10-28,550210,Bloober Team SA
Degica,"['Animation &amp; Modeling', 'Design &amp; Illustration']",Game Character Hub: Portfolio Edition,2016-10-28,529830,Sebastien Bini
,"['Strategy', 'Adventure', 'Indie', 'Simulation', 'VR', 'Survival', 'Sci-fi', 'Rogue-like', 'Atmospheric', 'Realistic', 'Space']",Far Beyond: A space odyssey VR,,531050,
Primitive Studio,"['Action', 'Adventure', 'Indie']",The face of hope: Underground,2016-10-24,545280,Primitive Studio
SGTTB_Studios,"['Action', 'Adventure', 'Massively Multiplayer']",Operation Breakout,2016-11-01,546660,SGTTB_Studios
White Rabbit Games,"['Casual', 'Indie']",Ball of Wonder,2016-10-28,508760,White Rabbit Games
KISS ltd,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",Pixel Puzzles Ultimate - Puzzle Pack: 2000 AD,2016-10-28,538600,DL Softworks
Ideonic,"['Indie', 'Strategy']",Grave Matters,2016-10-27,530680,Ideonic
Echohead Games,"['Action', 'Indie']",ShapeRockets,2016-10-27,531480,Echohead Games
"Offworld Games, LLC",['Strategy'],Reiner Knizia's The Confrontation - Variant Mode DLC,2016-10-27,549830,"Offworld Games, LLC"
,"['Casual', 'Simulation', 'VR']",Carnival Games® VR,,458920,
"Cygames, Inc., Cygames Korea Inc.","['Free to Play', 'Strategy']",Shadowverse CCG,2016-10-27,453480,"Cygames, Inc."
Capturing Reality,"['Animation &amp; Modeling', 'Design &amp; Illustration']",RealityCapture,2016-11-02,489180,Capturing Reality
Alliance Digital Media,"['Action', 'Indie']",Sombrero: Spaghetti Western Mayhem,2016-10-27,472690,PixelMetal
,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",ePic Character Generator - Season #2: Female Halloween,2016-10-27,488993,Overhead Games
Ubisoft,['Casual'],Just Dance 2017,2016-10-27,446560,"Ubisoft Paris,Ubisoft Pune"
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - One on One Adventures #14: A Sickness in Silverton (PFRPG),2016-10-25,547020,"SmiteWorks USA, LLC"
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Trail of the Apprentice: The Wizard's Dungeon (5E),2016-10-27,547170,"SmiteWorks USA, LLC"
,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",ePic Character Generator - Season #2: Female Warrior,2016-10-27,488994,Overhead Games
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - 1 on 1 Adventures #12: Journey into Riddle Canyon (PFRPG),2016-10-25,548190,"SmiteWorks USA, LLC"
Iron Helmet Games,['Strategy'],Blight of the Immortals,2016-10-25,494220,Iron Helmet Games
"Idea Factory, Idea Factory Internatonal","['RPG', 'Strategy']",Hyperdimension Neptunia Re;Birth3 Deluxe Pack / 超次次元ゲイム ネプテューヌRe;Birth3 デラックスセット,2016-10-25,545020,"Idea Factory,Compile Heart,Felistella"
Berserk Games,"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Tabletop Simulator - Darkrock Ventures,2016-10-25,468735,"Berserk Games,Magic Meeple Games"
"Warner Bros. Interactive Entertainment, Feral Interactive (Mac)","['Action', 'Adventure']",First Order Siege of Takodana Level Pack,2016-10-25,466550,"Traveller's Tales,TT Games,Feral Interactive (Mac)"
,"['Adventure', 'Indie', 'Simulation', 'VR', 'Horror']",Escape Bloody Mary,,544530,
Mind's Eye Games,"['Action', 'Indie', 'Early Access']",Blast Brawl 2: Bloody Boogaloo,2016-10-26,447980,Mind's Eye Games
N.R. Burnette,"['Free to Play', 'Indie', 'RPG']",Maneki's Curse,2016-10-25,448390,N.R. Burnette
Sophie Houlden,"['Action', 'Indie']",BANG BANG BANG!,2014-07-12,524650,Sophie Houlden
Gabhel Studios,['Indie'],Scary Humans,2016-10-26,533960,Gabhel Games
Fuero games,"['Free to Play', 'Massively Multiplayer', 'Strategy']",Age of Cavemen - Starter Pack,2016-10-26,542840,Fuero Games
Bogemic Games,"['Action', 'Casual', 'Indie']",Flying Pengy,2016-10-26,519870,Bogemic Games
Dovetail Games,['Simulation'],TS Marketplace: Class 465 Southeastern Livery Pack Add-On,2016-10-26,275134,Dovetail Games
RetroEpic Software,"['Casual', 'Indie', 'Strategy']",A Day in the Woods,2011-09-24,526890,RetroEpic Software
Umbu Games,"['Casual', 'Indie']",Death's Life,2016-10-26,502100,Umbu Games
Tonka3D,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']",Clown2Beat,2016-10-26,547870,Rodrigo Banzato
Dumbfounded,"['Action', 'Casual', 'Indie', 'Strategy']",LUXIS,2016-10-26,513820,Dumbfounded
Might and Delight,"['Adventure', 'Indie', 'Massively Multiplayer']",Meadow Soundtrack,2016-10-26,506080,Might and Delight
Might and Delight,"['Adventure', 'Casual', 'Indie']",Shelter 2 Mountains EP,2016-10-26,460280,Might and Delight
,['Short'],Guy and Doll,2014-01-21,454440,
Indie Games Studio,"['Action', 'Adventure', 'Casual', 'Indie']",Project: R.E.B.O.O.T,2016-10-26,543170,Indie Games Studio
What The Fantastic Games Group,"['Action', 'Adventure', 'Indie']",Ultimate Solid,2016-10-26,534200,What The Fantastic Games Group
Dovetail Games- Flight,['Simulation'],FSX Steam Edition: Final Approach Add-On,2016-10-26,500230,TakeFlight Interactive
AEY Inc.,"['Adventure', 'Indie', 'RPG', 'Strategy']",Golden Swords,2016-10-26,531490,Vlad K.
,"['Design & Illustration', 'Tutorial']",Robotpencil Presents: How to Approach Shape Painting,2016-10-26,507820,
Mysteria Studio,"['Action', 'Indie']",Exteria,2016-10-26,532660,Mysteria Studio
Big Fish Games,"['Adventure', 'Casual']",Redemption Cemetery: Bitter Frost Collector's Edition,2016-10-26,545910,ERS G Studios
,['Indie'],The Solus Project - Official Soundtrack,2016-10-26,532850,"Hourences,Grip Games,Jonas Kjellberg"
,"['Documentary', 'Short']",The Cardboard Artist,2016-01-11,440180,
Wild Guess Software,"['Action', 'Indie', 'RPG']",Blackfaun,2016-10-26,409460,Wild Guess Software
Puzzle Lab,"['Casual', 'Indie']",Fiber Twig: Midnight Puzzle,2016-10-26,550180,Puzzle Lab
Giant Margarita,['Indie'],Party Golf,2016-10-25,538550,Giant Margarita
Wild Planet Studio,"['Action', 'Casual', 'Indie', 'Sports', 'Early Access']","Fire in the Goal ""轰个球""",2016-10-26,535160,Wild Planet Studio
,"['Free to Play', 'Indie', 'Simulation', 'VR']",7D Game （VR for VIVE）,,547440,
Lost Mountain,"['Action', 'Casual', 'Indie']",Dashing Dinos,2016-10-26,455290,Lost Mountain
,"['Indie', 'RPG']",Guild of Dungeoneering - Ice Cream Headaches,2016-10-26,539040,Gambrinous
Might and Delight,"['Adventure', 'Indie', 'Massively Multiplayer']",Meadow,2016-10-26,486310,Might and Delight
Might and Delight,['Design &amp; Illustration'],Fables from the Den,2016-10-26,504790,Might and Delight
Steve Jarman,['RPG'],The Deep Paths: Labyrinth Of Andokost,2016-10-26,375500,Steve Jarman
Aratog LLC,['Indie'],Crazy Sapper 3D,2016-10-26,529420,Aratog LLC
Ferocity 2D,"['Indie', 'Racing']",Wacky Wheels HD,2016-10-26,422590,Ferocity 2D
DiezelPower,"['Action', 'Indie']",VERSUS SQUAD,2016-10-26,471330,DiezelPower
,"['Action', 'Indie']",Versus Squad - OST,2016-10-26,542130,DiezelPower
"Oh, a Rock! Studios","['Adventure', 'Indie']",The Beard in the Mirror,2016-10-25,385840,"Oh, a Rock! Studios"
"NIS America, Inc.",,Yomawari: Night Alone / 夜廻 - Digital Soundtrack / デジタル・サウンドトラック,2016-10-25,477881,"Nippon Ichi Software, Inc."
Blue Wizard Digital,"['Casual', 'Indie', 'Strategy']",Slayaway Camp - Deluxe Edition DLC Pack,2016-10-25,540730,Blue Wizard Digital
"NIS America, Inc.",,Yomawari: Night Alone / 夜廻 - Digital Art Book / デジタル・アートブック,2016-10-25,477880,"Nippon Ichi Software, Inc."
"NIS America, Inc.","['Adventure', 'Strategy']",Yomawari: Night Alone / 夜廻,2016-10-25,477870,"Nippon Ichi Software, Inc."
Slitherine Ltd.,"['Simulation', 'Strategy']",Conflict of Heroes: Awakening the Bear,2012-05-08,510320,Western Civilization Software
Slitherine Ltd.,"['Simulation', 'Strategy']",Conflict of Heroes: Storms of Steel,2013-11-19,530640,Western Civilization Software
,"['Casual', 'Action', 'Adventure', 'Indie', 'Horror', 'VR', 'Simulation', 'Psychological Horror', 'Detective', 'Crime', 'Puzzle', 'Mystery', 'Drama', 'Demons', 'Supernatural', 'Exploration', 'First-Person', 'Psychological', 'Story Rich', 'Cult Classic']",Marlene Betwixt,,536530,
Playsaurus,"['Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation', 'Strategy']",Clicker Heroes: Zombie Auto Clicker,2016-10-24,447220,Playsaurus
Grigory Everstov,"['Adventure', 'Indie']",21 Steps to Soul,2016-10-24,544820,Grigory Everstov
,"['Early Access', 'Action', 'Adventure', 'Indie', 'VR']",Sky Jac,,518190,
AYE Technology,"['Casual', 'Indie', 'Simulation', 'Strategy']",Mars Industries,2016-10-24,543790,ZovGame
Artur Rezende,"['Action', 'Casual', 'Indie']",Bumper Halloween,2016-10-24,548070,Artur Rezende
,"['Early Access', 'Action', 'Simulation', 'Adventure', 'Indie', 'RPG', 'VR']",Yore VR,,524380,
KISS ltd,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",Pixel Puzzles Ultimate - Puzzle Pack: New England Fall,2016-10-21,480592,DL Softworks
,"['Racing', 'Simulation', 'Sports']",Automobilista - Brit Pack,2016-10-21,521610,Reiza Studios
KISS ltd,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",Pixel Puzzles Ultimate - Puzzle Pack: Aki,2016-10-21,543810,DL Softworks
Warfare Studios,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Blood Ties,2016-10-21,544870,Warfare Studios
,"['Strategy', 'Action', 'Indie', 'Casual', 'Simulation', 'VR']",Chamber 19,,477170,
AYE Technology,"['Action', 'Adventure', 'Indie']",Altar Guardian,2016-10-24,543770,Hipix Studio
StevenHarmonGames,"['Adventure', 'Free to Play', 'Indie']",Awkward Dimensions Redux,2016-07-26,529110,StevenHarmonGames
,"['Movie', 'Comedy', 'Nudity']",Larry The Cable Guy: Health Inspector,2014-11-04,506300,
,"['Movie', 'Supernatural', 'Horror', 'Thriller']",The Vatican Tapes,2015-10-20,538200,
,"['Movie', 'Drama', 'Horror', 'Thriller']",Maggie,2015-06-30,538160,
AMS Game Development Association,"['Free to Play', 'Indie']",The Puppet Master,2016-10-21,544520,AMS Game Development Association
,"['Action', 'Adventure', 'Strategy', 'Casual', 'Zombies', 'Survival Horror', 'Vampire', 'Simulation', 'RPG', 'Horror', 'VR']",RuinsCity_VR,,541770,
"SEGA, Feral Interactive (Linux), Feral Interactive (Mac)","['Action', 'Strategy']",Total War: WARHAMMER - Grombrindal The White Dwarf,2016-10-21,506190,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)"
,"['Simulation', 'VR']",Let Hawaii Happen VR,,534460,
,"['Utilities', 'VR']",Littlstar VR Cinema,,392230,
"Power Up to Maximum, Liens","['Action', 'Adventure', 'Indie']",Unearthing Colossal,2016-10-21,428590,"Power Up to Maximum,Liens"
,"['Action', 'Adventure', 'Indie']",Unearthing Colossal - Soundtrack,2016-10-22,545120,"Power Up to Maximum,Liens"
EnsenaSoft,['Casual'],Dessert Storm,2016-10-23,542710,EnsenaSoft
971 Games,"['Action', 'Indie']",Wild Arena,2016-10-23,533280,971 Games
Nuked Cockroach,"['Action', 'Free to Play', 'Indie']",Veterans Online,2018,492840,Nuked Cockroach
Recotechnology S.L.,['Adventure'],Kyurinaga's Revenge,2016-10-25,529580,Recotechnology S.L.
André Bertaglia,"['Casual', 'Indie', 'Sports']",JumpBall,2016-10-25,537360,André Bertaglia
,"['Casual', 'Free to Play', 'Massively Multiplayer', 'Strategy']",Halloween Content Pack,2016-10-25,546860,"ZiMAD, Inc."
EnsenaSoft,"['Adventure', 'Indie']",Murder Mystery Adventure,2016-10-25,544140,EnsenaSoft
Meat Name Games Ltd,"['Adventure', 'Indie', 'RPG']",Iron Fish,2016-10-25,532820,"BeefJack,Dean Edwards"
Ripstone,"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",Pure Hold'em - Undead Card Deck,2016-10-25,438905,VooFoo Studios
Caravel Games,"['Adventure', 'Indie', 'Strategy']",DROD: King Dugan's Dungeon,2016-10-25,422180,Caravel Games
Focus Home Interactive,"['RPG', 'Strategy']",Mordheim: City of the Damned - Undead,2016-10-25,534990,Rogue Factor
QuadraTron Games,"['Action', 'Indie']",Monsters!,2016-10-25,336160,QuadraTron Games
Canu Arts,"['Action', 'Adventure', 'Indie', 'Strategy']",Lithium: Inmate 39,2016-10-25,463470,Canu Arts
,"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Rob Zombie  - “Dragula”,2016-10-25,509644,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Zombie Song Pack,2016-10-25,509647,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – White Zombie  - “Black Sunshine”,2016-10-25,509643,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Rob Zombie  - “Living Dead Girl”,2016-10-25,509645,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Rob Zombie  - “Superbeast”,2016-10-25,509646,Ubisoft - San Francisco
"WhisperGames, Deck13","['Indie', 'Early Access']",The Shape Of Heart,2016-10-25,511090,Dragon Whisper Game
"Redshift Media, Sparpweed","['Indie', 'Racing', 'Sports', 'Strategy', 'Early Access']",Chalo Chalo,2016-10-24,410000,"Redshift Media,Sparpweed"
,"['Indie', 'Racing', 'Simulation', 'Sports']",Assetto Corsa - Porsche Pack I,2016-10-25,526060,Kunos Simulazioni
"Koch Media , CyberLink","['Utilities', 'Video Production']",CyberLink ActionDirector 2,2016-10-13,471590,CyberLink
,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']",Robocraft - Spooky Bundle,2016-10-24,545090,Freejam
,"['Early Access', 'Adventure', 'Indie', 'Casual', 'Action']",zTime (Danger Noodles!),,523440,
,"['Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",Forge of Gods: Twilight Destroyers pack,2016-10-24,537321,Panoramik Inc
Headup Games,"['Casual', 'Simulation']",Clouds & Sheep 2,2016-10-24,439800,HandyGames
EnsenaSoft,"['Action', 'Casual']",Bubble Blowout,2016-10-24,542720,EnsenaSoft
Play Publishing,"['Action', 'Racing', 'Simulation']",Trucker,2016-08-12,451660,Play Publishing
None,"['Action', 'Adventure', 'Indie']",Max Stern,2016-10-21,531240,Lupan Artiom Oleg
,"['Simulation', 'Indie', 'Casual', 'VR']",Fine China,,529040,
Play Spirit Limited,"['Casual', 'Indie', 'Simulation']",The Cooking Game,2016-10-21,504310,Play Spirit Limited
Cosmo D Studios,"['Adventure', 'Free to Play', 'Indie']",Off-Peak Soundtrack,2015-04-29,544980,"Cosmo D,Archie Pelago"
Cosmo D Studios,"['Adventure', 'Free to Play', 'Indie']",Off-Peak,2015-02-15,467360,Cosmo D
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - C&C: A7 The Despairing Stone,2016-10-20,544080,"SmiteWorks USA, LLC"
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - C&C: A9 The Helm of Night,2016-10-20,544460,"SmiteWorks USA, LLC"
,"['Action', 'Indie']",Codename: Rogue Fleet - The Reinforcements,2016-10-21,494640,SionoiS
Abylight Studios,"['Action', 'Adventure', 'Indie']",Cursed Castilla (Maldita Castilla EX),2016-10-20,534290,"Locomalito,Gryzor87"
Degica,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Fantastic Buildings: Modern,2016-10-20,525440,"KADOKAWA,Celianna"
,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Utilities']",Spriter: Radius-Wing SHMUP Animated Art Pack,2016-10-20,543340,BrashMonkey
Dharker Studio,"['Adventure', 'Casual', 'Indie']",Negligee - Dakimakuras,2016-10-19,526520,Dharker Studio
,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker MV - Animations Collection I: Quintessence,2016-10-20,542490,"KADOKAWA,Yoji Ojima"
Considerable Content,"['Action', 'Indie', 'Early Access']",Rogue Singularity,2016-10-19,419710,Considerable Content
Big Fish Games,"['Adventure', 'Casual']",Phantasmat: Crucible Peak Collector's Edition,2016-10-19,533080,ERS G Studios
,"['Early Access', 'Action', 'Adventure', 'RPG', 'VR']",The Rise of Captain Longbeard,,534750,
Georgy Topalo,"['Action', 'Indie']",ReBoot,2016-10-19,533890,"Georgy Topalo,Simeon Simeonich"
,['Simulation'],TANE DLC: ATSF GP38-2 Santa FE (2 Pack),2016-10-19,537940,N3V Games
Conch Entertainment Corporation,"['Action', 'Adventure', 'Indie', 'RPG']",Dawn of Warriors,2016-10-07,540650,Flame Spirit Software Studio
,"['Action', 'Indie', 'Casual', 'Simulation', 'VR']",Destroyer,,528020,
,"['Action', 'Casual', 'Sports', 'VR']",Head It!: VR Soccer Heading Game,,543110,
Stardale Studio,"['Utilities', 'Video Production', 'Early Access']",Stream Buddy,2016-10-19,505550,Stardale Studio
,"['Design & Illustration', 'Utilities', 'VR', 'Fantasy', 'Hidden Object']",Arcade Artist,,534430,
Alekseev,"['Indie', 'Simulation']",On the front line,2016-10-20,542650,Alekseev
Allusio,"['Action', 'Casual', 'Indie']",Project Hovercraft,2016-10-19,497490,Allusio
astragon Entertainment GmbH,"['Casual', 'Simulation']",Construction Simulator 2015: Liebherr HTM 1204 ZA,2016-10-20,404283,weltenbauer. Software Entwicklung GmbH
Nomad Games,['Strategy'],Talisman: The Horus Heresy - Prospero,2016-10-20,530770,Nomad Games
,"['Early Access', 'Action', 'Adventure', 'Indie', 'VR']",Guardian of The Demon Valley,,543150,
Dovetail Games - Trains,['Simulation'],Train Simulator: DB BR 112.1 Loco Add-On,2016-10-20,376960,virtualRailroads
,"['Simulation', 'Strategy']",Graviteam Tactics: Drive on Voronezh,2016-10-20,540820,Graviteam
Degica,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Medieval Music Pack,2016-10-20,525441,"KADOKAWA,Joel Steudler"
Degica,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Emotional Music Pack,2016-10-20,542501,KADOKAWA
Apus Software,"['Free to Play', 'Indie', 'Strategy']",Astral Heroes,2016-10-20,488910,Apus Software
Red Dwarf Games,"['Adventure', 'Indie']",Tales of Cosmos,2016-10-20,350480,Red Dwarf Games
,"['Free to Play', 'Casual', 'RPG', 'Action', 'Indie', 'VR']",Plenty: Skyhearth,,538950,
Dreamatrix,['Casual'],Happy Critters,2016-10-20,446110,Dreamatrix
Anarchy Enterprises,"['Adventure', 'Casual', 'Indie']",Redrum: Dead Diary,2016-10-20,541720,Anarchy Enterprises
,"['Early Access', 'Adventure', 'Indie', 'Casual', 'Simulation', 'VR']",Potioneer: The VR Gardening Simulator,,544410,
Degica,['Web Publishing'],RPG Maker VX,2008-02-29,521880,KADOKAWA
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - D&D Map Pack Volume 1,2016-10-20,543670,"SmiteWorks USA, LLC"
Rusty Lake,"['Adventure', 'Indie']",Rusty Lake: Roots,2016-10-20,532110,Rusty Lake
"SEGA, Feral Interactive (Linux), Feral Interactive (Mac)","['Action', 'Strategy']",Total War: WARHAMMER - Wurrzag,2016-10-20,404015,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)"
Paradox Interactive,"['Simulation', 'Strategy']",Stellaris: Leviathans Story Pack,2016-10-20,518910,Paradox Development Studio
"Artix Entertainment, LLC","['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",AdventureQuest 3D,2016-10-19,429790,"Artix Entertainment, LLC"
Openland Design,"['Indie', 'Simulation', 'Early Access']",Icity - a Flight Sim ... and a City Builder,2016-10-19,534740,RaYmond Lewis
Siberian Digital,"['Action', 'Adventure', 'Indie']",The Atomy,2016-10-19,458940,Rusty Knights
Dharker Studio,"['Adventure', 'Casual', 'Indie']",Negligee - Avatars,2016-10-19,526532,Dharker Studio
Dusenberry Martin Racing,['Racing'],Toyota Paint Scheme Pack 2,2016-10-18,538352,Monster Games
Dusenberry Martin Racing,['Racing'],Toyota Challenge Pack 2,2016-10-18,538360,Monster Games
Dusenberry Martin Racing,['Racing'],Paint Scheme Pack 4,2016-10-18,539060,Monster Games
Grey Wizard Innovative,"['Indie', 'Strategy']",Galaxy of Trian Board Game,2016-06-30,525330,Grey Wizard Innovative
,"['Movie', 'Based On A Novel', 'Thriller']",Nerve,2016-10-11,506440,
,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker MV - Karugamo Contemporary BGM Pack 01,2016-10-18,542640,"KADOKAWA,Yoji Ojima"
Rocket Hammer,"['Action', 'Indie', 'Sports']",Lance A Lot®: Classic Edition,2016-10-18,495900,Rocket Hammer
Meridian4,"['Adventure', 'Indie']",Soulless: Ray Of Hope,2016-10-18,528300,Frisky Fatal Games
Boomzap Entertainment,['Strategy'],Legends of Callasia: The Stoneborne,2016-10-17,543090,Boomzap Entertainment
Pillow Fight,['Casual'],Rose of Winter,2016-10-17,540880,Pillow Fight
CleanWaterSoft,"['Action', 'Adventure', 'Indie']",Porradaria 2 - Vladmirson DLC,2016-10-17,502980,CleanWaterSoft
EnsenaSoft,['Casual'],Mahsung Deluxe,2016-10-17,542690,EnsenaSoft
Roencia Game Creators,"['Action', 'Adventure', 'Indie', 'Early Access']",Omni Link,2016-10-17,529100,Eldon Harris
Fruitbat Factory,"['Indie', 'Strategy']",100% Orange Juice - Acceleration Pack,2016-10-17,537330,Orange_Juice
Flying Interactive,"['Action', 'Casual', 'Indie']",Super Hop 'N' Bop ULTRA,2016-10-17,514930,CTgames
Vysoko Anime Production,"['Adventure', 'Indie']",Invisible Apartment 3,2016-10-17,532060,"Milan Kazarka,Jeroen van Oosten"
,"['Adventure', 'Free to Play', 'Indie']",Invisible Apartment 2,2016-10-17,543220,"Milan Kazarka,Jeroen van Oosten"
Vysoko Anime Production,"['Adventure', 'Free to Play']",Invisible Apartment Zero,2015-05-06,543230,"Milan Kazarka,Jeroen van Oosten"
Cunning Force Games,"['Action', 'Casual', 'Indie']",Magical Brickout,2016-10-17,384940,Cunning Force Games
Valorware,"['Action', 'Adventure', 'Indie', 'RPG']",9th Dawn II,2016-10-17,279070,Valorware
Fantasy Flight Games,"['Adventure', 'RPG']",Descent: Road to Legend - The Delve,2016-10-17,525550,Fantasy Flight Games
,"['Indie', 'Casual', 'Simulation', 'VR']","A Fear Of Heights, And Other Things",,535460,
,"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Yes - “Owner of a Lonely Heart”,2016-10-18,509638,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Yes - “I’ve Seen All Good People”,2016-10-18,509641,Ubisoft - San Francisco
,"['Movie', 'Romance', 'Drama', 'Comedy']",Café Society,2016-10-18,506450,
Peace,"['Action', 'Adventure', 'Indie']",Krampus,2016-10-18,541100,Peace
